뉴스 식별자,일자,언론사,기고자,제목,통합 분류1,통합 분류2,통합 분류3,사건/사고 분류1,사건/사고 분류2,사건/사고 분류3,인물,위치,기관,키워드,top 50,본문,URL,분석제외 여부
01400351.20231101220156001,20231101,중도일보,최병환 기자, 가을철 산불방지 대책본부 선제 가동,지역>충북, 지역>충남, 지역>대전,,,,배명준,"등산로,청양군",청양군,"가동,가을철,산불,방지,대책,본부,선제,청양군청사가을철,산불,조심,기간,11월,1일,12월,15일,본부,산불,방지,대책,운영,가을철,산불,대비,무인,감시,카메라,신설,교체,시설,산불,소화,지휘,차량,재정비,관내,등산로,산불,위험,현수막,설치,진화대,산불,예방,92명,유급,감시원,채용,산불,감시,진화,단속,소각,행위,임무,배명준,산림,축산,과장,산림,자원,보호,군민,안전,산불,방지,체계,정비,자체,훈련","가을철,현수막,배명준,감시원,재정비,등산로,청양군청,진화대,산불,보호,산림,감시,선제,체계,대책,본부,행위,무인,소각,유급,기간,소화,예방,방지,자체","청양군청사청양군이 가을철 산불 조심 기간(11월 1일~12월 15일)보다 한 주 앞선 10월 23일부터 산불방지 대책 본부를 운영하고 있다.
군은 최근 가을철 산불에 대비해 무인 감시카메라를 신설 교체하고, 산불 소화 시설과 지휘 차량을 재정비했으며, 관내 주요 등산로에 산불위험 현수막을 설치했다.
아울러 산불 예방 진화대와 유급 감시원 92명을 채용해..",https://www.joongdo.co.kr/web/view.php?key=20231101010000159,
01400201.20231101195652002,20231101,대전일보,박대항 기자,이면우 청양군자율방범연합대장 행정안전부장관 표창,지역>충남, 지역>광주, 지역>전북,,,,"김상율,이면우","청양군 자율방범연합대,지대,청양군자율방범연합대장","자율방범연합대,청양경찰서장,청양경찰서,청양군자율방범대,대원,행정안전부장관","청양군자율방범연합대장,행정안전부,장관,표창,자율방범연합대,대장,주년,경찰,행정안전부,장관,표창,수여,사진,청양경찰서,제공,연합대장,자율방범연합대,대장,주년,경찰,행정안전부,장관,표창,수여,장관상,전수,김상율,청양경찰서장,표창,연합대장,장관,축하,자율,방범,대원,노고,봉사활동,감사,경찰,파트너,공동체,치안,활성,적극,당부,대장,범죄,예방,활동,협력관계,중요성,강조,안전,적극,협조,청양군자율방범대,발대식,352명,읍면,지대,대원,안전,동네,범죄예방활동,전개","연합대장,범죄예방활동,대원,읍면,공동체,발대식,청양군자율방범연합대장,행정안전부,자율방범연합대,중요성,봉사활동,김상율,청양경찰서,협력관계,장관상,청양군자율방범대,청양경찰서장,주년,표창,활동,경찰,적극,범죄,안전,장관","? 
 
청양군 자율방범연합대 이면우 연합대장이 제 78주년 경찰의 날을 맞이해 행정안전부장관 표창을 수여 받았다.사진=청양경찰서 제공 [청양]청양군 자율방범연합대 이면우 연합대장이 제 78주년 경찰의 날을 맞이해 행정안전부장관 표창을 수여 받았다. 
 
장관상을 전수한 김상율 청양경찰서장은 ""연합대장 장관 표창을 축하하고 자율방범 대원들의 노고와 봉사..",http://www.daejonilbo.com/news/articleView.html?idxno=2094311,
01400201.20231101195143002,20231101,대전일보,박대항 기자,'귀농의 꿈과 희망 청양에서 찾다',지역>충남, 지역>대전, 지역>제주,,,,남윤우,"대전,내방,충남,귀촌,천안아산역","청양군농업기술센터,대전,충청남도,귀농귀촌팀,KT,귀농귀촌지원센터","귀농,희망,청양군농업기술센터,소장,귀농,귀촌,정보,부족,귀농,귀촌,귀촌인들,예비,귀농,귀촌인,정보,제공,전입,유도,대전,충남,귀농,귀촌,우수,농산물,판촉,참가,홍보,사진,제공,청양군농업기술센터,소장,귀농,귀촌,정보,부족,귀농,귀촌,귀촌인들,예비,귀농,귀촌인,정보,제공,전입,유도,대전,충남,귀농,귀촌,우수,농산물,판촉,참가,홍보,11월,2일,충남,귀농,귀촌,우수,농산물,판촉,대전,충청남도,주관,천안아산역,KTX,동쪽,광장,귀농,스마트,귀촌,매력,슬로건,충남,귀농,귀촌,활성화,참여,치열,홍보전,우수,농산물,판촉,대전,내방,관람객,데이터베이스화,귀농,귀촌,경향,정보공유,농업,농촌,정착,유치,초점,대전,참여,귀농,귀촌,1번지,우수,유능,귀농,귀촌인,유치,귀농인,농업,창업,보육,센터,운영,차별화,지원사업,추진,도시민,유입,노력,귀농,현실,대표,청정,도시,귀농,귀촌,희망,청양군농업기술센터,귀농귀촌,귀농귀촌지원센터,방문,전화,친절,상담","귀촌,청양군농업기술센터,충남,귀농귀촌,천안아산역,귀촌인,도시민,데이터베이스화,지원사업,차별화,귀농인,관람객,충청남도,귀농귀촌지원센터,데이터베이스,정보공유,홍보전,활성화,농산물,귀촌인들,1번지,ktx,귀농,대전,정보,우수","? 
 
청양군농업기술센터(소장 남윤우)가 귀농 귀촌 관련 정보가 부족해 귀농 귀촌을 망설였던 예비 귀농 귀촌인들에게 정보를 제공하고 청양군으로의 전입을 유도하기 위해 '2023 충남 귀농 귀촌 우수농산물 판촉 대전'에 참가, 청양군 홍보에 나섰다.사진=청양군 제공 [청양]청양군농업기술센터(소장 남윤우)가 귀농 귀촌 관련 정보가 부족해 귀농 귀촌을 망설..",http://www.daejonilbo.com/news/articleView.html?idxno=2094293,
01400201.20231101193556002,20231101,대전일보,박대항 기자, 가을철 산불방지 대책 본부 본격 가동,지역>충남, 지역>대전, 지역>충북,,,,배명준,"등산로,청양군","청양군청,청양군","가을철,산불,방지,대책,본부,가동,가을철,산불,조심,기간,11월,1일,12월,15일,23일,청양군청,산불,방지,대책,본부,운영,가을철,산불,방지,총력,가을철,산불,대비,감시카메라,산불,무인,감시,카메라,신설,교체,산불소,시설,산불지휘,차량,재정비,관내,등산로,산불,위험,현수막,설치,예방진화대,산불,전문,예방,진화대,산불,유급,감시원,채용,산불,감시,진화,단속,소각,행위,임무,산불방지,배명준,산림,축산,과장,제로화,가을철,산불,제로,산불,방지,체계,정비,산불,발생,대응,자체,훈련,산림,자원,보호,군민,안전,최선","가을철,산불방지,현수막,청양군청,배명준,감시원,재정비,산불지휘,등산로,진화대,예방진화대,감시카메라,제로화,산불소,산불,본부,방지,보호,산림,감시,체계","[청양]청양군이 가을철 산불 조심 기간(11월 1일-12월 15일)보다 한 주 앞선 23일부터 청양군청 산불방지 대책 본부를 운영해 가을철 산불방지에 총력을 다하고 있다. 
 
군은 가을철 산불에 대비해 최근 산불 무인 감시카메라를 신설 및 교체하고 산불소화 시설과 산불지휘 차량을 재정비했으며 관내 주요 등산로에 산불위험 현수막을 설치했다. 
 
아울러..",http://www.daejonilbo.com/news/articleView.html?idxno=2094306,
01400601.20231101150346001,20231101,충청일보,이용현 기자, 가을철 산불방지 대책 본부 본격 가동,지역>충남, 지역>대전, 지역>충북,,,,배명준,"등산로,충남",청양군청,"가을철,산불,방지,대책,본부,가동,충남,가을철,산불,조심,기간,11월,1일,12월,15일,23일,청양군청,산불,방지,대책,본부,운영,가을철,산불,방지,총력,가을철,산불,대비,감시카메라,산불,무인,감시,카메라,신설,교체,산불소화,시설,산불지휘,차량,재정비,관내,등산로,산불,위험,현수막,설치,예방진화대,산불,전문,예방,진화대,산불,유급,감시원,채용,산불,감시,진화,단속,소각,행위,임무,산불방지,배명준,산림,축산,과장,제로화,가을철,산불,제로,산불,방지,체계,정비,산불,발생,대응,자체,훈련,산림,자원,보호,군민,안전,최선","가을철,산불방지,현수막,청양군청,배명준,감시원,산불지휘,산불소,산불소화,재정비,등산로,충남,진화대,예방진화대,감시카메라,제로화,산불,본부,방지,보호,산림,감시","충남 청양군은 가을철 산불 조심 기간(11월 1일~12월 15일)보다 한 주 앞선 23일부터 청양군청 산불방지 대책 본부를 운영하여 가을철 산불방지에 총력을 다하고 있다고 밝혔다. 

군은 가을철 산불에 대비하여 최근 산불 무인 감시카메라를 신설 및 교체하고,산불소화 시설과 산불지휘 차량을 재정비하였으며 관내 주요 등산로에 산불위험 현수막을 설치하였다...",https://www.ccdailynews.com/news/articleView.html?idxno=2236565,
01400401.20231101110519005,20231101,중부매일,이병인 기자,"청양경찰서, '이면우 연합대장' 장관 표창",지역>충남, 지역>전북, 지역>강원,,,,"김상율,이면우","서장,청양군","자율방범연합대,서장,청양경찰서,대원,행정안전부장관","청양경찰서,연합대장,장관,표창,청양경찰서,서장,김상율,자율방범연합대,사무실,범죄,예방,활동,기여,대장,주년,경찰,행정안전부,장관,표창,수여,장관표창,대장,범죄,예방,활동,협력관계,중요성,강조,안전,적극,협조,김상율,서장,표창,연합대장,장관,축하,자율,방범,대원,노고,봉사활동,감사,경찰,파트너,공동체,치안,활성,적극,당부","사무실,연합대장,공동체,김상율,청양경찰서,대원,중요성,봉사활동,협력관계,자율방범연합대,장관표창,행정안전부,주년,활동,표창,적극,경찰,장관,범죄,대장,서장,방범,자율,중요,강조,노고,안전,협력","［중부매일 이병인 기자］ 청양경찰서(서장 김상율)는 지난 31일 청양군 자율방범연합대 사무실에서 범죄예방 활동에 기여한 이면우 연합대장에게 제 78주년 경찰의 날을 맞이하여 행정안전부장관 표창을 수여했다. 

장관표창을 받은 이면우 대장은 ""범죄 예방활동에 있어 상호 협력관계의 중요성을 강조하며 안전한 청양이 되도록 적극 협조하겠다""고 밝혔다. 

김상..",www.jbnews.com/news/articleView.html?idxno=1412858,
01400351.20231031220243001,20231031,중도일보,최병환 기자, 고령 운전자 교통안전교육,사회>교육_시험, 지역>충남, 지역>강원,,,,,"군내,대전,세종,충남,교육장,청양지역","도로교통공단,교통안전,청양문화예술회관","교통안전교육,고령,운전자,교통안전,교육,청양문화예술회관,군내,75세,대상,교통안전,교육,사진,도로교통법,75세,운전면허,소지자,3년,교통안전교육,이수,치매,선별,검사,적성검사,면허,갱신,운전자들,지역,고령,운전자,면허,갱신,지역,면허시험장,방문,안전교육,적성검사,불편,대전,이날,도로,교통,공단,세종,충남지부,도움,교통안전교육,진행,교육내용,안전,교통,생활,약물,음주운전,위험성,교육장,적성검사,면허,갱신,절차,안내,고령층,시대,고령,교통안전,중요,안전,교육,집중","75세,교통안전,운전자,교통안전교육,적성검사,청양문화예술회관,안전교육,운전면허,소지자,운전자들,위험성,음주운전,충남지부,충남,세종,교육장,도로교통법,고령층,이수,시험장,교육내용,면허시험장,100여,고령,교육,검사,면허,교통,이날","청양군이 10월 30일 청양문화예술회관에서 군내 만 75세 이상 고령 운전자 100여 명을 대상으로 교통안전 교육을 했다.〈사진〉
도로교통법에 따르면 만 75세 이상 운전면허 소지자는 3년마다 교통안전교육을 이수하고 치매 선별검사와 적성검사를 받아야 면허를 갱신할 수 있다. 이 때문에 청양지역 고령 운전자들은 면허를 갱신하기 위해 다른 지역에 있는 면허..",https://www.joongdo.co.kr/web/view.php?key=20231031010008850,
01400201.20231031164547002,20231031,대전일보,박대항 기자, 고령 운전자 교통안전교육 추진,지역>충남, 지역>강원, 지역>충북,,,,,"군내,소공,대전,세종,충남,교육장,청양지역","도로교통공단,교통안전,경찰,청양문화예술회관","고령,운전자,교통안전,교육,추진,소공연장,청양문화예술회관,군내,75세,대상,강화,교통,안전,의식,편의,운전,면허증,갱신,제공,교육,사진,제공,소공연장,청양문화예술회관,군내,75세,대상,강화,교통,안전,의식,편의,운전,면허증,갱신,제공,교육,도로교통법,75세,3년,교통안전교육,이수,치매,선별,검사,적성검사,운전,면허,시험장,경찰서,면허,갱신,운전자들,지역,고령,운전자,면허,갱신,지역,면허시험장,방문,안전교육,적성검사,불편,경제적,부담,감수,부담,도로,교통,공단,대전,세종,충남지부,도움,교통안전교육,진행,2시간,2회,이날,교육,안전,교통,생활,약물,음주운전,위험,안내,안전사고,예방,교육장,적성검사,면허,갱신,절차,안내,교통안전,캠페인,전개,중요,시대,고령층,교통안전,교통교육,생활교육,추진,어르신들,안전의식,개선","교통안전,운전자,교통안전교육,적성검사,안전의식,75세,청양문화예술회관,시험장,운전자들,면허시험장,충남,충남지부,경제적,2회,세종,음주운전,교육장,안전사고,도로교통법,소공연장,안전교육,어르신들,이수,시간date,고령층,경찰서","청양군이 지난 30일 청양문화예술회관 소공연장에서 군내 만 75세 이상 고령 운전자 100여 명을 대상으로 교통 안전의식 강화와 운전면허증 갱신 편의를 제공하기 위한 교육 시간을 가졌다.사진=청양군 제공 
? 
 
 [청양]청양군이 지난 30일 청양문화예술회관 소공연장에서 군내 만 75세 이상 고령 운전자 100여 명을 대상으로 교통 안전의식 강화와 운..",http://www.daejonilbo.com/news/articleView.html?idxno=2093943,
01400601.20231031154431004,20231031,충청일보,이용현 기자, 고령 운전자 교통안전교육 추진,지역>충남, 지역>강원, 지역>충북,,,,,"군내,소공,대전,세종,충남,교육장,청양지역","도로교통공단,교통안전,경찰,청양문화예술회관","고령,운전자,교통안전,교육,추진,충남,소공연장,청양문화예술회관,군내,75세,대상,강화,교통,안전,의식,편의,운전,면허증,갱신,제공,교육,도로교통법,75세,3년,교통안전교육,이수,치매,선별,검사,적성검사,운전,면허,시험장,경찰서,면허,갱신,운전자들,지역,고령,운전자,면허,갱신,지역,면허시험장,방문,안전교육,적성검사,불편,경제적,부담,감수,부담,도로,교통,공단,대전,세종,충남지부,도움,교통안전교육,진행,2시간,2회,이날,교육,안전,교통,생활,약물,음주운전,위험,안내,안전사고,예방,교육장,적성검사,면허,갱신,절차,안내,교통안전,캠페인,전개,중요,시대,고령층,교통안전,교통교육,생활교육,추진,어르신들,안전의식,개선","교통안전,운전자,교통안전교육,충남,적성검사,안전의식,75세,청양문화예술회관,시험장,운전자들,면허시험장,경제적,2회,도로교통법,음주운전,세종,교육장,소공연장,충남지부,안전사고,안전교육,어르신들,이수,시간date,고령층,청양","충남 청양군이 지난 30일 청양문화예술회관 소공연장에서 군내 만 75세 이상 고령 운전자 100여 명을 대상으로 교통 안전의식 강화와 운전면허증 갱신 편의를 제공하기 위한 교육 시간을 가졌다. 

도로교통법에 따르면 만 75세 이상 운전 면허 소지자는 3년마다 교통안전교육을 이수하고 치매 선별검사와 적성검사를 받아야 가까운 운전 면허시험장 또는 경찰서를..",https://www.ccdailynews.com/news/articleView.html?idxno=2236360,
01400601.20231030142816003,20231030,충청일보,이용현 기자, 재난 대비 안전 한국훈련 추진,지역>충남,,,사고>산업사고>붕괴,,,총괄조정관,"충남,한국","청양경찰서,청양소방서,군청","추진,재난,대비,안전,한국,훈련,충남,재난상황실,군청,재난,상황실,총괄조정관,안전총괄과장,주재,한국훈련,재난,대비,안전,한국,훈련,이날,훈련,사고,터널,붕괴,가상,점검,재난,현장,대응,매뉴얼,대응,기관,공동,훈련,토론식,도상,진행,이날,훈련,군청,부서,직원,청양소방서,청양경찰서,참석,안전,한국,훈련,시작,정기적,국가,재난,대응,훈련,재난,발생,대응,협력체계,임무,숙지,대응,능력,중요,훈련,재난,발생,인식,능력,사전,대응,강화,중요,훈련,종합적,검토,미흡,개선,재난,발생,대응,체계","한국훈련,토론식,소방서,청양소방서,조정관,청양경찰서,총괄조정관,안전총괄과장,협력체계,상황실,재난상황실,충남,한국,재난,훈련","충남 청양군이 지난 27일 군청 재난상황실에서 총괄조정관(안전총괄과장) 주재로 2023년 재난 대비 안전 한국훈련을 가졌다. 

이날 훈련은 터널 붕괴 사고를 가상한 재난 현장 대응 매뉴얼 점검과 관계기관 공동 대응을 목표로 토론식 도상 훈련으로 진행됐다. 

이날 훈련에는 군청 6개 부서 직원과 청양소방서, 청양경찰서 관계자 등이 참석했다. 

안전 ..",https://www.ccdailynews.com/news/articleView.html?idxno=2236104,
